Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,ROI,Name,Slide Number,Animal,Group,Sex,Section,Section-Slice,BrainArea,BrainAreaComp,Program,,ROI_1_Blank_Area,ROI_1_HScore_1,ROI_1_HScore_2,ROI_1_Heme_Area,ROI_1_MAP2_Area,ROI_1_Total_Area,Per_Heme,Per_Map,Ratio,Tissue_Gaps,Gap_Adj
3074(2)_-_,3074,1832,L/H,F,04A,4,A4,A4,2024-04-01-Map2,ROI_3,3074(2)_-_,3074,1832,L/H,F,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3118(2)_-_,3118,1830,L/H,M,04A,4,A4,A4,2024-04-01-Map2,ROI_3,3118(2)_-_,3118,1830,L/H,M,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3135_-_,3135,1922,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,3135_-_,3135,1922,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,5634734.561,111.7525694,128.1306582,5618702.364,18341208.02,29594644.95,23.45043146,76.54956854,0.306343091,19.03970996,23.51734405
3148_-_,3148,1921,N,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,3148_-_,3148,1921,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,3702378.403,118.6756385,127.9098071,8201874.38,23170525.41,35074778.19,26.14359894,73.85640106,0.353978783,10.55567161,11.8013873
3228_-_,3228,1926,N,M,β04,4,A4-5,A5,2024-04-01-Map2,ROI_3,3228_-_,3228,1926,RV 10,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,3731152.717,114.0718747,128.7567367,7209176.262,17729874.85,28670203.83,28.90717947,71.09282053,0.406611796,13.01404322,14.96108533
3239_-_,3239,1886,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_3,3239_-_,3239,1886,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,1702718.358,100.6619719,138.1352275,3635815.166,26487261.8,31825795.32,12.06986647,87.93013353,0.137266555,5.350120369,5.652537953
3284_-_,3284,1915,RV 10,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,3284_-_,3284,1915,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,3754858.761,112.5078578,127.8877133,6832749.995,17245606.74,27833215.49,28.37714413,71.62285587,0.396202355,13.49056764,15.59433147
3297(2)_-_,3297,1828,L/H,M,04A,4,A4,A4,2024-04-01-Map2,ROI_3,3297(2)_-_,3297,1828,L/H,M,04A,4,A4,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3412_-_,3412,1888,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,3412_-_,3412,1888,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,1867907.652,96.38869169,144.0670914,3852849.665,27190431.35,32911188.67,12.41121923,87.58878077,0.141698733,5.675600692,6.017107698
3432_-_,3432,1923,N,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,3432_-_,3432,1923,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,7817794.753,110.6078388,127.786597,6039240.576,20142552.93,33999588.26,23.0665656,76.9334344,0.299824982,22.99379243,29.85966088
3458_-_,3458,1887,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_3,3458_-_,3458,1887,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,1796703.35,105.353228,142.7707945,6779149.879,27069862.9,35645716.13,20.02761476,79.97238524,0.25043163,5.040446778,5.307993358
3559_-_,3559,1918,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,3559_-_,3559,1918,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,5600477.283,109.7522819,128.5211296,4433040.016,18987874.61,29021391.91,18.92769812,81.07230188,0.233466889,19.2977556,23.9122911
3647(2)_-_,3647,1832,L/H,F,05A,5,A5,A5,2024-04-01-Map2,ROI_3,3647(2)_-_,3647,1832,L/H,F,05A,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3648_-_,3648,1887,N,M,α02,2,A1-3,A3,2024-04-01-Map2,ROI_3,3648_-_,3648,1887,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,1802364.878,104.1437017,124.6594174,3267593.9,30864619.35,35934578.13,9.573343153,90.42665685,0.105868595,5.015683978,5.280539134
3703_-_,3703,1886,N,M,β05,5,A4-5,A5,2024-04-01-Map2,ROI_3,3703_-_,3703,1886,RV 10,M,β05,5,A4-5,2024-04-01-Map2,,TRUE,2430748.488,142.5889568,57.42606267,30202432.77,69.07645003,32633250.33,,,,7.448686427,8.048169323
3734_-_,3734,1888,N,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,3734_-_,3734,1888,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,1245045.903,98.06737373,138.536037,3712614.399,30554207.83,35511868.13,10.83442863,89.16557137,0.121509103,3.505999455,3.633385946
3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,A1,2024-04-01-Map2,ROI_3,3825(2_3)_-_,3825,1832,L/H,F,01A,1,A1,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3858(2)_-_,3858,1828,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_3,3858(2)_-_,3858,1828,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3882_-_,3882,1919,N,F,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,3882_-_,3882,1919,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,5697036.924,108.5104848,121.7826388,7853918.869,19722984.3,33273940.09,28.48006109,71.51993891,0.398211485,17.12161802,20.65872622
3952_-_,3952,1921,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,3952_-_,3952,1921,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,4235563.012,111.731463,128.0688799,6551607,11032393.51,21819563.52,37.25891042,62.74108958,0.593851823,19.41176783,24.08759605
3974_-_,3974,1889,N,F,α04,4,A1-3,A3,2024-04-01-Map2,ROI_3,3974_-_,3974,1889,N,F,α04,4,A1-3,2024-04-01-Map2,,TRUE,1869579.978,107.1768744,130.5944301,2886192.162,27320562.55,32076334.69,9.554790605,90.44520939,0.105641754,5.828533703,6.189277848
4045_-_,4045,1920,N,F,α05,5,A1-3,A3,2024-04-01-Map2,ROI_3,4045_-_,4045,1920,RV 10,F,α05,5,A1-3,2024-04-01-Map2,,TRUE,5154012.92,114.0150816,122.5561013,5706295.619,21584827.57,32445136.11,20.90898047,79.09101953,0.264366051,15.88531761,18.88530891
4153_-_,4153,1920,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,4153_-_,4153,1920,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,2294285.821,106.1525827,129.6020984,5985778.287,20501387.2,28781451.31,22.59878766,77.40121234,0.291969428,7.971404209,8.661877474
4156_-_,4156,1915,RV 10,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,4156_-_,4156,1915,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,2418803.161,105.3492443,128.7863649,2663691.76,30876136.49,35958631.41,7.941876566,92.05812343,0.086270242,6.726627422,7.211733892
1821.03O_-_,3055,1821,S/H,M,03O,3,A3,A3,2024-04-01-Map2,ROI_4,1821.03O_-_,3055,1821,S/H,M,03O,3,A3,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4276_-_,4276,1926,N,M,α04,4,A1-3,A3,2024-04-01-Map2,ROI_3,4276_-_,4276,1926,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,2650240.04,110.63452,145.987429,2864032.724,17859746.43,23374019.2,13.8200311,86.1799689,0.160362452,11.33840106,12.78840128
4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,A5,2024-04-01-Map2,ROI_3,4310(2_3)_-_,4310,1830,L/H,M,05A,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4330_-_,4330,1924,N,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,4330_-_,4330,1924,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,4282490.355,115.2890623,129.2288425,4046969.196,25991036.52,34320496.07,13.47282917,86.52717083,0.155706341,12.47793839,14.25690639
4397(2)_-_,4397,1832,L/H,F,02A,2,A2,A2,2024-04-01-Map2,ROI_3,4397(2)_-_,4397,1832,L/H,F,02A,2,A2,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4421_-_,4421,1923,N,M,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,4421_-_,4421,1923,RV 10,M,β03,3,A4-5,2024-04-01-Map2,,TRUE,4529848.628,101.4305629,121.787518,4656770.738,20226541.68,29413161.05,18.71443262,81.28556738,0.230230694,15.40075417,18.20436344
4481_-_,4481,1919,N,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_3,4481_-_,4481,1919,RV 10,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,2351413.427,108.6781322,127.1638422,5314536.573,15401669.79,23067619.79,25.65400479,74.34599521,0.345062363,10.19356764,11.35059859
4691(2)_-_,4691,1830,L/H,M,02A,2,A2,A2,2024-04-01-Map2,ROI_3,4691(2)_-_,4691,1830,L/H,M,02A,2,A2,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4711_-_,4711,1864,N,M,β04,4,A4-5,A5,2024-04-01-Map2,ROI_3,4711_-_,4711,1864,N,M,β04,4,A4-5,2024-04-01-Map2,,TRUE,4333327.952,107.5668819,122.1350846,3589739.998,26987984.66,34911052.61,11.73972242,88.26027758,0.133012526,12.41248152,14.17151865
4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,A3,2024-04-01-Map2,ROI_3,4740(1_2)_-_,4740,1832,L/H,F,03A,3,A3,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4744_-_,4744,1918,N,F,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,4744_-_,4744,1918,RV 10,F,α03,3,A1-3,2024-04-01-Map2,,TRUE,4974577.712,126.810617,125.3333423,3341590.193,23769037.99,32085205.9,12.32575715,87.67424285,0.140585841,15.50427237,18.34917907
4753_-_,4753,1892,N,M,α02,2,A1-3,A3,2024-04-01-Map2,ROI_3,4753_-_,4753,1892,RV 10,M,α02,2,A1-3,2024-04-01-Map2,,TRUE,1829929.413,102.9150789,130.9424642,4400796.761,29430097.69,35660823.87,13.00821877,86.99178123,0.149533882,5.131483837,5.409048275
4810_-_,4810,1922,N,M,α03,3,A1-3,A3,2024-04-01-Map2,ROI_3,4810_-_,4810,1922,RV 10,M,α03,3,A1-3,2024-04-01-Map2,,TRUE,4905459.934,112.5714463,125.6548089,7964220.508,24987896.46,37857576.9,24.16907088,75.83092912,0.318723127,12.95767013,14.88663062
4825_-_,4825,1889,N,F,β04,4,A4-5,A5,2024-04-01-Map2,ROI_3,4825_-_,4825,1889,N,F,β04,4,A4-5,2024-04-01-Map2,,TRUE,2516576.798,105.1753788,125.8737628,3793745.066,25182103.13,31492424.99,13.09278348,86.90721652,0.150652431,7.991054353,8.685084148
4878_-_,4878,1886,N,M,α05,5,A1-3,A3,2024-04-01-Map2,ROI_3,4878_-_,4878,1886,RV 10,M,α05,5,A1-3,2024-04-01-Map2,,TRUE,2089310.995,122.4615809,128.5294241,12842532.99,19519679.21,34451523.19,39.68373024,60.31626976,0.657927461,6.064495272,6.456020319
4899(3)_-_,4899,1830,L/H,M,03A,3,A3,A3,2024-04-01-Map2,ROI_3,4899(3)_-_,4899,1830,L/H,M,03A,3,A3,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4902_-_,4902,1925,N,M,α04,4,A1-3,A3,2024-04-01-Map2,ROI_3,4902_-_,4902,1925,RV 10,M,α04,4,A1-3,2024-04-01-Map2,,TRUE,4134296.499,113.3487322,126.6054801,6563430.557,25843458.24,36541185.29,20.25319555,79.74680445,0.253968741,11.31407333,12.75746193
4919(3)_-_,4919,1830,L/H,M,01A,1,A1,A1,2024-04-01-Map2,ROI_3,4919(3)_-_,4919,1830,L/H,M,01A,1,A1,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
4990_-_,4990,1892,N,M,β02,2,A4-5,A5,2024-04-01-Map2,ROI_3,4990_-_,4990,1892,RV 10,M,β02,2,A4-5,2024-04-01-Map2,,TRUE,2483721.853,107.9297297,119.8562777,3107999.778,28285098.66,33876820.29,9.900264494,90.09973551,0.109881172,7.331626262,7.911681155
_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_3,_-__02,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_3,_-__03,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_3,_-__04,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_3,_-__05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,2745532.963,125.4280671,159.9560679,9945145.81,16187177.9,28877856.68,38.05687515,61.94312485,0.614384167,9.507398674,10.50627182
_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,ROI_3,_-__06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2024-04-01-Map2,,TRUE,2291687.687,105.2026352,150.0399096,5003315.515,28293200.33,35588203.53,15.02654373,84.97345627,0.17683809,6.439458752,6.882665135
1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,A3,2024-03-11-Map2,ROI_4,1949_40x-1-3,1949,1798,L/H,M,α02,2,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_4,2162_40x-1,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_4,2162_40x-2,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_4,2162_40x-3,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3290_40x-1-4,3290,1921,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_4,3290_40x-1-4,3290,1921,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,2752852.947,168.2836416,192.3793118,18064470.19,6580855.819,27398178.96,73.29775302,26.70224698,2.745003186,10.04757634,11.1698784
3663_40x-1,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_4,3663_40x-1,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-2,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_4,3663_40x-2,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3663_40x-3,3663,1889,N,F,α03,3,A1-3,A3,2024-03-11-Map2,ROI_4,3663_40x-3,3663,1889,N,F,α03,3,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
4460_40x-1-3,4460,1921,N,M,α01,1,A1-3,A3,2024-03-11-Map2,ROI_4,4460_40x-1-3,4460,1921,RV 10,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-01-A_40X_4,4049,1919,N,F,01A,1,A1,A1,2024-03-11-Map2,ROI_4,1919-01-A_40X_4,4049,1919,RV 10,F,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-2,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_4,1919-03-A_40x-2,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-03-A_40x-3,4961,1919,N,F,03A,3,A3,A3,2024-03-11-Map2,ROI_4,1919-03-A_40x-3,4961,1919,RV 10,F,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-1,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_4,1919-04-A_40x-1,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-04-A_40x-2,3545,1919,N,F,04A,4,A4,A4,2024-03-11-Map2,ROI_4,1919-04-A_40x-2,3545,1919,RV 10,F,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-1,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_4,1919-05-A-40x-1,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1919-05-A-40x-3,4546,1919,N,F,05A,5,A5,A5,2024-03-11-Map2,ROI_4,1919-05-A-40x-3,4546,1919,RV 10,F,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-1,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_4,1923-Beta-1-40x-1,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923-Beta-1-40x-2,3266,1923,N,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_4,1923-Beta-1-40x-2,3266,1923,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_4,1029(3_4)_-_,1029,1312,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1043(2)_-_,1043,1798,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_4,1043(2)_-_,1043,1798,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1125(2)_-_,1125,1797,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_4,1125(2)_-_,1125,1797,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1142(2)_-_,1142,1797,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_4,1142(2)_-_,1142,1797,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1252(2)_-_,1252,1828,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_4,1252(2)_-_,1252,1828,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,A3,2024-03-11-Map2,ROI_4,1262(2)_-_,1262,1315,L/H,F,03Q,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_4,1366(1_3)_-_ (Image 1),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_4,1366(1_3)_-_ (Image 2),1366,1798,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1461(3)_-_,1461,1798,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_4,1461(3)_-_,1461,1798,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1708(3)_-_,1708,1312,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_4,1708(3)_-_,1708,1312,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1768_-_,1768,1737,RV 10,M,β01,1,A4-5,A5,2024-03-11-Map2,ROI_4,1768_-_,1768,1737,RV 10,M,β01,1,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1821.03P_-_,3368,1821,S/H,M,03P,3,A3,A3,2024-04-01-Map2,ROI_4,1821.03P_-_,3368,1821,S/H,M,03P,3,A3,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1821.05P_-_,4052,1821,S/H,M,05P,5,A5,A5,2024-04-01-Map2,ROI_4,1821.05P_-_,4052,1821,S/H,M,05P,5,A5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3023_-_,3023,1912,S/H,F,β03,3,A4-5,A5,2024-04-01-Map2,ROI_4,3023_-_,3023,1912,S/H,F,β03,3,A4-5,2024-04-01-Map2,,TRUE,0,NA,NA,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_4,1840(2_3)_-_,1840,1797,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1876(1)_-_,1876,1798,L/H,M,04A,4,A4,A4,2024-03-11-Map2,ROI_4,1876(1)_-_,1876,1798,L/H,M,04A,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1923(1)_-_,1923,1828,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_4,1923(1)_-_,1923,1828,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_4,1940(1_2)_-_,1940,1798,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,A4,2024-03-11-Map2,ROI_4,2058(2_3)_-_,2058,1315,L/H,F,04D,4,A4,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2129(3)_-_,2129,1797,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_4,2129(3)_-_,2129,1797,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_4,2133(1_3)_-_ (Image 1),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_4,2133(1_3)_-_ (Image 2),2133,1797,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2162_-_,2162,1798,L/H,M,β02,2,A4-5,A5,2024-03-11-Map2,ROI_4,2162_-_,2162,1798,L/H,M,β02,2,A4-5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_4,2224(3_6)_-_ (Image 1),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,A1,2024-03-11-Map2,ROI_4,2224(3_6)_-_ (Image 2),2224,1315,L/H,F,01E,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2260(1)_-_,2260,1315,L/H,F,02O,2,A2,A2,2024-03-11-Map2,ROI_4,2260(1)_-_,2260,1315,L/H,F,02O,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2469(2)_-_,2469,1312,L/H,M,02A,2,A2,A2,2024-03-11-Map2,ROI_4,2469(2)_-_,2469,1312,L/H,M,02A,2,A2,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2709(1)_-_,2709,1312,L/H,M,05A,5,A5,A5,2024-03-11-Map2,ROI_4,2709(1)_-_,2709,1312,L/H,M,05A,5,A5,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2710(1_2)_-_,2710,1312,L/H,M,03A,3,A3,A3,2024-03-11-Map2,ROI_4,2710(1_2)_-_,2710,1312,L/H,M,03A,3,A3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2755_-_,2755,1737,RV 10,M,α01,1,A1-3,A3,2024-03-11-Map2,ROI_4,2755_-_,2755,1737,RV 10,M,α01,1,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
2916(3)_-_,2916,1828,L/H,M,01A,1,A1,A1,2024-03-11-Map2,ROI_4,2916(3)_-_,2916,1828,L/H,M,01A,1,A1,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
3004_-_,3004,1864,N,M,α04,4,A1-3,A3,2024-03-11-Map2,ROI_4,3004_-_,3004,1864,N,M,α04,4,A1-3,2024-03-11-Map2,,TRUE,0,NA,NA,0,0,0,,,,,
