Pup_ID,Slide_Number,SlideNumber,Surg_Grp,PerfusionPoint,Wgt,Lngth_cm,Sex,Sex_Num,Pinchresponse,Pinch_Response/Activity,Response_Num
MH793,1793,793,L/H,48 HR,2.746,,M,0,L,Lethargic,1
MH794,1794,794,L/H,48 HR,3.0308,,M,0,L,Lethargic,1
MH795,1795,795,L/H,48 HR,2.6067,,F,1,L,Lethargic,1
MH796,1796,796,L/H,48 HR,3.1789,,M,0,L,Lethargic,1
MH797,1797,797,L/H,48 HR,2.5814,,M,0,L,Lethargic,1
MH798,1798,798,L/H,48 HR,2.4491,,M,0,L,Lethargic,1
MH799,1799,799,L/H,96 HR,2.4277,,M,0,L,Lethargic,1
MH800,1800,800,L/H,96 HR,2.7143,,F,1,L,Lethargic,1
,,,,#N/A,,,,,,,
MH787,1787,787,L/H,96 HR,2.8868,,M,0,L,Lethargic,1
MH788,1788,788,L/H,96 HR,1.7313,,M,0,L,Lethargic,1
MH789,1789,789,L/H,96 HR,2.5636,,F,1,L,Lethargic,1
MH790,1790,790,L/H,96 HR,2.3289,,F,1,L,Lethargic,1
MH799,1799,799,L/H,96 HR,2.8221,,M,0,L,Lethargic,1
MH800,1800,800,L/H,96 HR,2.9975,,F,1,L,Lethargic,1
,,,,,,,,,,,
MH805,1805,805,RV 7,48 HR,3.421,7.1,M,0,L,Lethargic,1
MH806,1806,806,RV 7,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH807,1807,807,RV 7,48 HR,2.6906,6.3,M,0,L,Lethargic,1
MH808,1808,808,RV 7,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH809,1809,809,RV 7,48 HR,3.6716,7.4,F,1,L,Lethargic,1
,,,,,,,,,,,
MH805,1805,805,RV 7,48 HR,3.2535,6.1,M,0,A,Active,3
MH807,1807,807,RV 7,48 HR,2.526,5.9,M,0,L,Lethargic,1
MH809,1809,809,RV 7,48 HR,3.3943,6.3,F,1,A,Active,3
,,,,,,,,,,,
MH805,1805,805,RV 7,48 HR,3.3802,6.7,M,0,A,Active,3
MH807,1807,807,RV 7,48 HR,2.6797,6.1,M,0,A,Active,3
MH809,1809,809,RV 7,48 HR,3.6419,6.6,F,1,A,Active,3
,,,,,,,,,,,
MH810,1810,810,RV 10,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH811,1811,811,RV 10,96 HR,6.3043,8.7,M,0,A,Active,3
MH812,1812,812,RV 10,96 HR,6.9509,9.2,M,0,A,Active,3
MH813,1813,813,RV 10,96 HR,8.0878,9.7,M,0,A,Active,3
MH814,1814,814,RV 10,96 HR,6.8459,9.2,M,0,A,Active,3
MH815,1815,815,RV 10,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
,,,,,,,,,,,
MH811,1811,811,RV 10,96 HR,4.701,7.3,M,0,L,Lethargic,1
MH812,1812,812,RV 10,96 HR,5.2175,7.4,M,0,A,Active,3
MH813,1813,813,RV 10,96 HR,5.8723,7.6,M,0,A,Active,3
MH814,1814,814,RV 10,96 HR,5.071,7.5,M,0,A,Active,3
,,,,,,,,,,,
MH811,1811,811,RV 10,96 HR,5.3437,7.9,M,0,A,Active,3
MH812,1812,812,RV 10,96 HR,6.1117,8.4,M,0,A,Active,3
MH813,1813,813,RV 10,96 HR,6.7254,8.5,M,0,A,Active,3
MH814,1814,814,RV 10,96 HR,5.8302,7.9,M,0,A,Active,3
,,,,,,,,,,,
MH811,1811,811,RV 10,96 HR,6.3156,8.7,M,0,A,Active,3
MH812,1812,812,RV 10,96 HR,6.9336,9.8,M,0,A,Active,3
MH813,1813,813,RV 10,96 HR,8.1057,9.7,M,0,A,Active,3
MH814,1814,814,RV 10,96 HR,6.7492,9.2,M,0,A,Active,3
,,,,#N/A,,,,,,,
MH805,1805,805,RV 7,48 HR,3.1275,6.2,M,0,L,Lethargic,1
MH806,1806,806,RV 7,DIED,3.5278,6.8,M,0,L,DIED,1
MH807,1807,807,RV 7,48 HR,2.7895,6.5,M,0,L,Lethargic,1
MH808,1808,808,RV 7,DIED,2.6035,6.4,M,0,L,DIED,1
MH809,1809,809,RV 7,48 HR,3.3227,6.6,F,1,L,Lethargic,1
MH810,1810,810,RV 10,DIED,4.7523,8,M,0,A,Active,3
MH811,1811,811,RV 10,96 HR,4.1692,7.8,M,0,A,Active,3
MH812,1812,812,RV 10,96 HR,4.716,7.3,M,0,A,Active,3
MH813,1813,813,RV 10,96 HR,5.2805,7.6,M,0,HA,Active,3
MH814,1814,814,RV 10,96 HR,4.5525,7.4,M,0,A,Active,3
MH815,1815,815,RV 10,DIED,4.27,6.9,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH805,1805,805,N,48 HR,3.1275,6.2,M,0,L,Lethargic,1
MH806,1806,806,N,DIED,3.5278,6.8,M,0,L,DIED,1
MH807,1807,807,N,48 HR,2.7895,6.5,M,0,L,Lethargic,1
MH808,1808,808,N,DIED,2.6035,6.4,M,0,L,DIED,1
MH809,1809,809,N,48 HR,3.3227,6.6,F,1,L,Lethargic,1
MH810,1810,810,N,DIED,4.7523,8,M,0,A,Active,3
MH811,1811,811,N,96 HR,4.1692,7.8,M,0,A,Active,3
MH812,1812,812,N,96 HR,4.716,7.3,M,0,A,Active,3
MH813,1813,813,N,96 HR,5.2805,7.6,M,0,HA,Active,3
MH814,1814,814,N,96 HR,4.5525,7.4,M,0,A,Active,3
MH815,1815,815,N,DIED,4.27,6.9,F,1,A,Active,3
,,,,,,,,,,,
MH816,1816,816,S/H,24 HR,3.0263,6.9,F,1,A,Active,3
MH817,1817,817,S/H,24 HR,3.1298,6.7,F,1,A,Active,3
MH818,1818,818,S/H,24 HR,3.1531,7.2,F,1,A,Active,3
MH819,1819,819,S/H,48 HR,3.7083,7,F,1,A,Active,3
MH820,1820,820,S/H,48 HR,3.3601,6.9,F,1,L,Lethargic,1
MH821,1821,821,S/H,48 HR,4.4339,7.4,M,0,A,Active,3
MH822,1822,822,S/H,48 HR,4.6727,7.4,M,0,A,Active,3
MH823,1823,823,S/H,48 HR,4.1305,7.3,M,0,A,Active,3
MH824,1824,824,S/H,48 HR,3.6681,7.1,M,0,A,Active,3
MH825,1825,825,S/H,48 HR,4.426,7.3,M,0,L,Lethargic,1
,,,,,,,,,,,
MH816,1816,816,S/H,24 HR,2.9089,6.2,F,1,HA,Hyper Active,3
MH817,1817,817,S/H,24 HR,2.9605,6,F,1,A,Active,3
MH818,1818,818,S/H,24 HR,2.9557,6.4,F,1,A,Active,3
MH819,1819,819,S/H,48 HR,3.1846,6.2,F,1,A,Active,3
MH820,1820,820,S/H,48 HR,2.9685,6.2,F,1,A,Active,3
MH821,1821,821,S/H,48 HR,3.8567,6.4,M,0,HA,Hyper Active,3
MH822,1822,822,S/H,48 HR,3.9242,6.3,M,0,HA,Hyper Active,3
MH823,1823,823,S/H,48 HR,3.5482,6.4,M,0,HA,Hyper Active,3
MH824,1824,824,S/H,48 HR,3.1142,6.2,M,0,A,Active,3
MH825,1825,825,S/H,48 HR,3.7779,6.3,M,0,A,Active,3
,,,,,,,,,,,
MH827,1827,827,L/H,48 HR,2.7234,6.5,M,0,L,Lethargic,1
MH828,1828,828,L/H,48 HR,2.4756,6.5,M,0,L,Lethargic,1
MH829,1829,829,L/H,48 HR,2.525,6.3,M,0,L,Lethargic,1
MH830,1830,830,L/H,48 HR,3.2232,6.4,M,0,L,Lethargic,1
MH831,1831,831,L/H,48 HR,4.0695,7.4,F,1,A,Active,3
MH832,1832,832,L/H,48 HR,3.0029,6.8,F,1,A,Active,3
MH833,1833,833,L/H,48 HR,2.3404,6.5,F,1,A,Active,3
MH834,1834,834,L/H,96 HR,4.8814,7.8,M,0,A,Active,3
MH835,1835,835,L/H,96 HR,5.8228,8.3,M,0,A,Active,3
MH836,1836,836,L/H,96 HR,3.0942,6.7,M,0,L,Lethargic,1
MH837,1837,837,L/H,96 HR,3.5931,7.2,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH827,1827,827,L/H,48 HR,2.4665,5.9,M,0,A,Active,3
MH828,1828,828,L/H,48 HR,2.5834,5.9,M,0,A,Active,3
MH829,1829,829,L/H,48 HR,2.3825,5.5,M,0,A,Active,3
MH830,1830,830,L/H,48 HR,2.9739,6.3,M,0,A,Active,3
MH831,1831,831,L/H,48 HR,3.7116,6.7,F,1,A,Active,3
MH832,1832,832,L/H,48 HR,2.9007,6,F,1,A,Active,3
MH833,1833,833,L/H,48 HR,2.1701,5.6,F,1,A,Active,3
MH834,1834,834,L/H,96 HR,3.826,6.4,M,0,A,Active,3
MH835,1835,835,L/H,96 HR,3.669,6.7,M,0,HA,Hyper Active,3
MH836,1836,836,L/H,96 HR,2.1872,5.5,M,0,L,Lethargic,1
MH837,1837,837,L/H,96 HR,2.2711,5.6,F,1,L,Lethargic,1
,,,,#N/A,,,,,,,
MH834,1834,834,L/H,96 HR,3.1597,6.3,M,0,L,Lethargic,1
MH835,1835,835,L/H,96 HR,4.0686,6.8,M,0,A,Active,3
MH836,1836,836,L/H,96 HR,2.0441,5.6,M,0,L,Lethargic,1
MH837,1837,837,L/H,96 HR,2.2407,5.4,F,1,L,Lethargic,1
,,,,,,,,,,,
MH838,1838,838,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH839,1839,839,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH840,1840,840,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH841,1841,841,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
,,,DIED,#N/A,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH842,1842,842,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH843,1843,843,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH844,1844,844,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
,,,,,,,,,,,
MH845,1845,845,N,24 HR,6.04,7.5,M,0,L,Lethargic,1
MH846,1846,846,N,24 HR,2.8228,6.8,M,0,L,Lethargic,1
MH847,1847,847,N,24 HR,3.2527,7.1,F,1,L,Lethargic,1
MH848,1848,848,N,48,2.9393,6.7,M,0,A,Active,3
MH849,1849,849,N,96 HR,3.4573,7.5,F,1,L,Lethargic,1
,,,,,,,,,,,
MH845,1845,845,N,24 HR,5.9545,7.7,M,0,L,Lethargic,1
MH846,1846,846,N,24 HR,2.7544,6.1,M,0,L,Lethargic,1
MH847,1847,847,N,24 HR,3.1605,6.4,F,1,L,Lethargic,1
MH848,1848,848,N,48 HR,2.6603,6.1,M,0,A,Active,3
MH849,1849,849,N,96 HR,3.0075,6.2,F,1,L,Lethargic,1
,,,,,,,,,,,
MH848,1848,848,N,48 HR,2.9393,6.7,M,0,A,Active,3
MH849,1849,849,N,96 HR,3.2887,6.4,F,1,L,Lethargic,1
,,,,,,,,,,,
MH850,1850,850,N,DIED,DIED,DIED,DIED,DIED,DIED,DIED,DIED
MH851,1851,851,N,96 HR,6.1794,8.7,F,1,A,Active,3
MH852,1852,852,N,96 HR,4.9987,8.1,F,1,A,Active,3
,,,,,,,,,,,
MH855,1855,855,RV 10,96 HR,8.0421,9.8,M,0,A,Active,3
MH856,1856,856,RV 10,96 HR,8.5717,9.9,M,0,A,Active,3
MH857,1857,857,N,24 HR,6.4197,8.2,M,0,A,Active,3
MH858,1858,858,RV 10,96 HR,6.7485,9.3,F,1,A,Active,3
MH859,1859,859,N,24 HR,5.5109,7.7,M,0,L,Lethargic,1
,,,,,,,,,,,
MH855,1855,855,RV 10,96 HR,5.8473,8,M,0,A,Active,3
MH856,1856,856,RV 10,96 HR,5.7933,8.1,M,0,A,Active,3
MH857,1857,857,N,24 HR,6.0812,8.4,M,0,HA,Hyper Active,3
MH858,1858,858,RV 10,96 HR,5.4618,7.8,F,1,A,Active,3
MH859,1859,859,N,24 HR,5.2629,7.7,M,0,A,Active,3
,,,,,,,,,,,
MH855,1855,855,RV 10,96 HR,7.7918,9.8,M,0,A,Active,3
MH856,1856,856,RV 10,96 HR,8.5689,9.4,M,0,A,Active,3
MH858,1858,858,RV 10,96 HR,6.7485,9.3,F,1,A,Active,3
,,,,,,,,,,,
MH860,1860,860,N,24 HR,5.478,8,F,1,A,Active,3
MH861,1861,861,N,24 HR,5.7499,8.3,F,1,A,Active,3
MH862,1862,862,N,24 HR,5.4117,8.1,F,1,A,Active,3
MH863,1863,863,N,48 HR,5.9743,8.5,F,1,A,Active,3
MH864,1864,864,N,48 HR,6.689,8.9,M,0,A,Active,3
MH865,1865,865,N,48 HR,6.8694,9,M,0,A,Active,3
MH866,1866,866,N,48 HR,6.7182,8.8,F,1,R,Hyper Active,5
MH867,1867,867,N,48 HR,6.3281,8.6,F,1,A,Active,3
MH868,1868,868,N,96 HR,7.5319,9.9,M,0,A,Active,3
,,,,,,,,,,,
MH860,1860,860,N,24 HR,3.9889,6.7,F,1,L,Lethargic,1
MH861,1861,861,N,24 HR,4.3861,7,F,1,L,Lethargic,1
MH862,1862,862,N,24 HR,3.9681,6.7,F,1,L,Lethargic,1
MH863,1863,863,N,48 HR,3.8122,6.7,F,1,L,Lethargic,1
MH864,1864,864,N,48 HR,4.4943,7.4,M,0,L,Lethargic,1
MH865,1865,865,N,48 HR,4.4963,7.3,M,0,L,Lethargic,1
MH866,1866,866,N,48 HR,4.1879,6.9,F,1,L,Lethargic,1
MH867,1867,867,N,48 HR,4.1467,7.2,F,1,L,Lethargic,1
MH868,1868,868,N,96 HR,4.5099,7,M,0,L,Lethargic,1
,,,,,,,,,,,
MH860,1860,860,N,24 HR,4.4553,7.3,F,1,L,Lethargic,1
MH861,1861,861,N,24 HR,4.773,7.5,F,1,L,Lethargic,1
MH862,1862,862,N,24 HR,4.5061,7.1,F,1,A,Active,3
MH863,1863,863,N,48 HR,4.2874,7.2,F,1,A,Active,3
MH864,1864,864,N,48 HR,4.9038,7.9,M,0,A,Active,3
MH865,1865,865,N,48 HR,4.9284,7.6,M,0,A,Active,3
MH866,1866,866,N,48 HR,4.8599,7.3,F,1,A,Active,3
MH867,1867,867,N,48 HR,4.4841,7.4,F,1,A,Active,3
MH868,1868,868,N,96 HR,5.0526,7.6,M,0,A,Active,3
,,,,,,,,,,,
MH860,1860,860,N,24 HR,4.9516,7.4,F,1,A,Active,3
MH861,1861,861,N,24 HR,5.1747,7.6,F,1,A,Active,3
MH862,1862,862,N,24 HR,5.0105,7.5,F,1,A,Active,3
MH863,1863,863,N,48 HR,4.7269,7.5,F,1,A,Active,3
MH864,1864,864,N,48 HR,5.2937,7.9,M,0,A,Active,3
MH865,1865,865,N,48 HR,5.3281,7.8,M,0,A,Active,3
MH866,1866,866,N,48 HR,5.3174,7.6,F,1,A,Active,3
MH867,1867,867,N,48 HR,4.9175,7.5,F,1,HA,Hyper Active,3
MH868,1868,868,N,96 HR,5.2062,7.8,M,0,A,Active,3
,,,,,,,,,,,
MH860,1860,860,N,24 HR,5.4267,8,F,1,A,Active,3
MH861,1861,861,N,24 HR,5.6784,8.3,F,1,A,Active,3
MH862,1862,862,N,24 HR,5.3354,8.1,F,1,A,Active,3
MH863,1863,863,N,48 HR,5.0971,7.7,F,1,A,Active,3
MH864,1864,864,N,48 HR,5.8485,8.3,M,0,A,Active,3
MH865,1865,865,N,48 HR,5.8811,8.4,M,0,A,Active,3
MH866,1866,866,N,48 HR,5.7409,8,F,1,A,Active,3
MH867,1867,867,N,48 HR,5.3963,8.2,F,1,A,Active,3
MH868,1868,868,N,96 HR,5.6319,8.3,M,0,A,Active,3
,,,,,,,,,,,
MH863,1863,863,N,48 HR,5.8172,8.7,F,1,A,Active,3
MH864,1864,864,N,48 HR,6.5031,8.9,M,0,A,Active,3
MH865,1865,865,N,48 HR,6.6411,9,M,0,A,Active,3
MH866,1866,866,N,48 HR,6.5172,8.8,F,1,A,Active,3
MH867,1867,867,N,48 HR,6.2937,8.6,F,1,A,Active,3
MH868,1868,868,N,96 HR,6.2389,8.7,M,0,A,Active,3
,,,,,,,,,,,
MH868,1868,868,N,96 HR,6.9698,9.1,M,0,A,Active,3
,,,,,,,,,,,
MH870,1870,870,RV 7,48 HR,5.0321,7.2,M,0,A,Active,3
MH871,1871,871,RV 7,DIED,Died,Died,Died,Died,Died,Died,Died
MH872,1872,872,RV 7,24 HR,3.875,6.7,F,1,L,Lethargic,1
MH873,1873,873,RV 7,48 HR,4.8878,7.1,F,1,A,Active,3
MH874,1874,874,RV 7,48 HR,4.8812,7.3,M,0,HA,Hyper Active,3
MH875,1875,875,RV 7,96 HR,4.9669,7.4,F,1,A,Active,3
,,,,,,,,,,,
MH870,1870,870,RV 7,48 HR,4.1711,6.9,M,0,A,Active,3
MH871,1871,871,RV 7,DIED,3.3315,5.8,F,1,HA,Hyper Active,3
MH872,1872,872,RV 7,24 HR,3.6805,6.2,F,1,L,Lethargic,1
MH873,1873,873,RV 7,48 HR,4.0485,6.7,F,1,A,Active,3
MH874,1874,874,RV 7,48 HR,4.0915,6.7,M,0,HA,Hyper Active,3
MH875,1875,875,RV 7,96 HR,4.2985,7,F,1,L,Lethargic,1
,,,,,,,,,,,
MH870,1870,870,RV 7,48 HR,4.4374,6.9,M,0,A,Active,3
MH872,1872,872,RV 7,24 HR,3.845,6.7,F,1,L,Lethargic,1
MH873,1873,873,RV 7,48 HR,4.3416,6.9,F,1,L,Lethargic,1
MH874,1874,874,RV 7,48 HR,4.2542,7,M,0,A,Active,3
MH875,1875,875,RV 7,96 HR,4.4201,7.3,F,1,L,Lethargic,1
,,,,,,,,,,,
MH870,1870,870,RV 7,48 HR,5.0321,7.2,M,0,A,Active,3
MH873,1873,873,RV 7,48 HR,4.8878,7.1,F,1,A,Active,3
MH874,1874,874,RV 7,48 HR,4.8812,7.3,M,0,HA,Hyper Active,3
MH875,1875,875,RV 7,96 HR,4.9669,7.4,F,1,A,Active,3
,,,,,,,,,,,
MH875,1875,875,RV 7,96 HR,5.7123,8.1,F,1,A,Active,3
,,,,,,,,,,,
MH880,1880,880,N,48 HR,4.5427,6.6,M,0,L,Lethargic,1
MH881,1881,881,N,48 HR,5.1369,6.6,M,0,A,Active,3
MH882,1882,882,N,48 HR,4.0496,6.4,M,0,L,Lethargic,1
MH883,1883,883,N,96 HR,1.3477,6.7,F,1,L,Lethargic,1
MH884,1884,884,N,96 HR,4.5829,6.5,F,1,L,Lethargic,1
MH880,1880,880,N,48 HR,4.952,7.2,M,0,L,Lethargic,1
MH881,1881,881,N,48 HR,4.4752,7,M,0,L,Lethargic,1
MH882,1882,882,N,48 HR,4.4663,6.9,M,0,L,Lethargic,1
MH883,1883,883,N,96 HR,4.9352,6.8,F,1,A,Active,3
MH884,1884,884,N,96 HR,4.9734,6.9,F,1,A,Active,3
MH880,1880,880,N,48 HR,5.5572,7.7,M,0,A,Active,3
MH881,1881,881,N,48 HR,5.2575,7.1,M,0,A,Active,3
MH882,1882,882,N,48 HR,5.0892,7.2,M,0,A,Active,3
MH883,1883,883,N,96 HR,5.2658,7.4,F,1,A,Active,3
MH884,1884,884,N,96 HR,5.4238,7.5,F,1,A,Active,3
MH880,1880,880,RV 10,48 HR,6.1511,8.1,M,0,A,Active,3
MH881,1881,881,RV 10,48 HR,5.8256,8,M,0,A,Active,3
MH882,1882,882,RV 10,48 HR,5.3995,7.8,M,0,A,Active,3
MH880,1880,880,N,48 HR,6.1511,8.1,M,0,A,Active,3
MH881,1881,881,N,48 HR,5.8256,8,M,0,A,Active,3
MH882,1882,882,N,48 HR,5.3995,7.8,M,0,A,Active,3
MH883,1883,883,N,96 HR,5.9249,7.9,F,1,A,Active,3
MH884,1884,884,N,96 HR,6.0581,7.7,F,1,A,Active,3
MH880,1880,880,RV 10,48 HR,6.5218,8.6,M,0,A,Active,3
MH881,1881,881,RV 10,48 HR,6.0739,8.2,M,0,A,Active,3
MH882,1882,882,RV 10,48 HR,5.6128,7.7,M,0,A,Active,3
MH883,1883,883,N,96 HR,6.5378,8,F,1,L,Lethargic,1
MH884,1884,884,N,96 HR,6.5092,8.4,F,1,A,Active,3
MH880,1880,880,RV 10,48 HR,6.658,8.8,M,0,A,Active,3
MH881,1881,881,RV 10,48 HR,6.419,8.5,M,0,A,Active,3
MH882,1882,882,RV 10,48 HR,5.7812,8.6,M,0,A,Active,3
MH883,1883,883,N,96 HR,7.0948,8.8,F,1,A,Active,3
MH884,1884,884,N,96 HR,6.9951,8.6,F,1,A,Active,3
MH883,1883,883,N,96 HR,7.9231,8.9,F,1,A,Active,3
MH884,1884,884,N,96 HR,7.8571,8.9,F,1,R,Hyper Active,5
MH883,1883,883,N,96 HR,8.7839,9.5,F,1,A,Active,3
MH884,1884,884,N,96 HR,8.6364,9,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH885,1885,885,N,48 HR,3.4905,6.2,F,1,L,Lethargic,1
MH886,1886,886,N,48 HR,4.0539,6.7,M,0,L,Lethargic,1
MH887,1887,887,N,48 HR,3.9192,6.4,M,0,L,Lethargic,1
MH888,1888,888,N,48 HR,3.9517,6.1,M,0,L,Lethargic,1
MH889,1889,889,N,48 HR,3.7228,6.4,F,1,L,Lethargic,1
MH890,1890,890,N,48 HR,3.6782,6.4,F,1,L,Lethargic,1
MH891,1891,891,N,48 HR,4.0445,6.5,F,1,L,Lethargic,1
MH892,1892,892,N,48 HR,3.8941,6.3,M,0,L,Lethargic,1
MH893,1893,893,N,48 HR,3.8738,6.6,F,1,L,Lethargic,1
MH894,1894,894,N,48 HR,4.0541,6.7,F,1,L,Lethargic,1
MH895,1895,895,N,48 HR,3.5354,6.4,F,1,L,Lethargic,1
MH885,1885,885,N,48 HR,3.5594,6.8,F,1,L,Lethargic,1
MH886,1886,886,N,48 HR,3.8923,7.1,M,0,L,Lethargic,1
MH887,1887,887,N,48 HR,3.7489,6.9,M,0,L,Lethargic,1
MH888,1888,888,N,48 HR,3.8664,6.9,M,0,A,Active,3
MH889,1889,889,N,48 HR,3.7276,6.7,F,1,L,Lethargic,1
MH890,1890,890,N,48 HR,3.6652,7,F,1,L,Lethargic,1
MH891,1891,891,N,48 HR,4.0709,6.9,F,1,L,Lethargic,1
MH892,1892,892,N,48 HR,3.9176,6.9,M,0,L,Lethargic,1
MH893,1893,893,N,48 HR,3.8241,7,F,1,A,Active,3
MH894,1894,894,N,48 HR,3.924,6.9,F,1,L,Lethargic,1
MH895,1895,895,N,48 HR,3.626,7,F,1,L,Lethargic,1
MH885,1885,885,N,48 HR,4.5647,7.1,F,1,L,Lethargic,1
MH886,1886,886,N,48 HR,4.9378,7.3,M,0,A,Active,3
MH887,1887,887,N,48 HR,4.6746,7.3,M,0,A,Active,3
MH888,1888,888,N,48 HR,4.8486,7.2,M,0,A,Active,3
MH889,1889,889,N,48 HR,4.668,7.1,F,1,L,Lethargic,1
MH890,1890,890,N,48 HR,4.7045,7.1,F,1,A,Active,3
MH891,1891,891,N,48 HR,5.0721,7.4,F,1,A,Active,3
MH892,1892,892,N,48 HR,5.0702,7.2,M,0,A,Active,3
MH893,1893,893,N,48 HR,4.8392,7.1,F,1,A,Active,3
MH894,1894,894,N,48 HR,4.7832,6.8,F,1,A,Active,3
MH895,1895,895,N,48 HR,4.6718,7.3,F,1,L,Lethargic,1
MH885,1885,885,N,48 HR,4.6006,7.6,F,1,L,Lethargic,1
MH886,1886,886,N,48 HR,5.0347,7.9,M,0,L,Lethargic,1
MH887,1887,887,N,48 HR,4.7866,7.8,M,0,A,Active,3
MH888,1888,888,N,48 HR,4.7652,8.1,M,0,A,Active,3
MH889,1889,889,N,48 HR,4.6456,7.5,F,1,A,Active,3
MH890,1890,890,N,48 HR,4.4706,7.5,F,1,A,Active,3
MH891,1891,891,N,48 HR,5.2618,7.8,F,1,A,Active,3
MH892,1892,892,N,48 HR,4.9249,8,M,0,L,Lethargic,1
MH893,1893,893,N,48 HR,5.0541,7.5,F,1,A,Active,3
MH894,1894,894,N,48 HR,4.8391,7.7,F,1,L,Lethargic,1
MH895,1895,895,N,48 HR,4.5171,7.4,F,1,L,Lethargic,1
MH885,1885,885,RV 10,48 HR,4.6006,7.6,F,1,L,Lethargic,1
MH886,1886,886,RV 10,48 HR,5.0347,7.9,M,0,L,Lethargic,1
MH887,1887,887,RV 10,48 HR,4.7866,7.8,M,0,A,Active,3
MH888,1888,888,RV 10,48 HR,4.7652,8.1,M,0,A,Active,3
MH889,1889,889,RV 10,48 HR,4.6456,7.5,F,1,A,Active,3
MH890,1890,890,RV 10,48 HR,4.4706,7.5,F,1,A,Active,3
MH891,1891,891,RV 10,48 HR,5.2618,7.8,F,1,A,Active,3
MH892,1892,892,RV 10,48 HR,4.9249,8,M,0,L,Lethargic,1
MH893,1893,893,RV 10,48 HR,5.0541,7.5,F,1,A,Active,3
MH894,1894,894,RV 10,48 HR,4.8391,7.7,F,1,L,Lethargic,1
MH895,1895,895,RV 10,48 HR,4.5171,7.4,F,1,L,Lethargic,1
MH885,1885,885,N,48 HR,5.7909,8.6,F,1,A,Active,3
MH886,1886,886,RV 10,48 HR,5.8801,8.7,M,0,L,Lethargic,1
MH887,1887,887,RV 10,48 HR,5.816,8.8,M,0,A,Active,3
MH888,1888,888,RV 10,48 HR,5.034,8.6,M,0,A,Active,3
MH889,1889,889,N,48 HR,5.7838,8.9,F,1,HA,Hyper Active,3
MH890,1890,890,N,48 HR,6.0285,9.1,F,1,A,Active,3
MH891,1891,891,N,48 HR,5.6775,9,F,1,A,Active,3
MH892,1892,892,RV 10,48 HR,5.742,9.1,M,0,A,Active,3
MH893,1893,893,N,48 HR,6.0874,9.1,F,1,A,Active,3
MH894,1894,894,N,48 HR,6.1319,,F,1,A,Active,3
MH895,1895,895,N,48 HR,5.863,,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH896,1896,896,N,24 HR,5.3492,7.8,F,1,A,Active,3
MH897,1897,897,N,24 HR,4.589,7.7,F,1,A,Active,3
MH898,1898,898,N,48 HR,4.551,7.9,F,1,A,Active,3
MH899,1899,899,N,48 HR,5.1782,8.2,F,1,A,Active,3
MH900,1900,900,N,48 HR,4.8773,7.9,F,1,A,Active,3
MH901,1901,901,N,48 HR,5.0519,8.05,F,1,L,Lethargic,1
MH902,1902,902,N,96 HR,4.4179,8,M,0,A,Active,3
MH903,1903,903,N,96 HR,4.762,8.1,F,1,L,Lethargic,1
MH904,1904,904,N,96 HR,2.5571,6.6,F,1,L,Lethargic,1
MH905,1905,905,N,96 HR,4.5301,7.6,F,1,L,Lethargic,1
MH906,1906,906,N,48 HR,5.1321,8.1,F,1,L,Lethargic,1
,,,,#N/A,,,,,,,
MH896,1896,896,RV 10,24 HR,6.013,8.3,F,1,A,Active,3
MH897,1897,897,RV 10,24 HR,5.2574,8.1,F,1,A,Active,3
MH898,1898,898,RV 10,48 HR,5.1392,7.8,F,1,A,Active,3
MH899,1899,899,RV 10,48 HR,5.7253,7.9,F,1,A,Active,3
MH900,1900,900,RV 10,48 HR,4.573,7.8,F,1,A,Active,3
MH901,1901,901,RV 10,48 HR,4.9615,8,F,1,A,Active,3
MH902,1902,902,RV 10,96 HR,4.9198,8.4,M,0,A,Active,3
MH903,1903,903,RV 10,96 HR,5.564,8,F,1,A,Active,3
MH904,1904,904,N,96 HR,3.4246,7.2,F,1,L,Lethargic,1
MH905,1905,905,N,96 HR,5.587,7.9,F,1,A,Active,3
MH906,1906,906,RV 10,48 HR,5.4723,7.9,F,1,A,Active,3
,,,,#N/A,,,,,,,
MH898,1898,898,RV 10,48 HR,5.8123,8.3,F,1,A,Active,3
MH899,1899,899,RV 10,48 HR,6.1341,8.6,F,1,A,Active,3
MH900,1900,900,RV 10,48 HR,4.8147,8.1,F,1,L,Lethargic,1
